,headline,label,gpt_response
20459,FCC's O'Rielly says C-band decision coming soon,positive,Neutral
20460,China Decoupling Puts The QQQ At Risk,positive,Negative
20461,"The Zacks Analyst Blog Highlights: Texas Instruments, Intel, Micro Devices, TSMC and Nvidia",positive,Neutral
20462,Western Digital (WDC) to Report Q1 Earnings: What to Expect?,positive,Neutral
20463,Stocks Are Setting Up To Challenge Key Resistance Levels on October 24,positive,neutral
20464,AMD: It's Go Time,positive,Neutral
20465,Wall Street Breakfast: Amazon Headlines Another Busy Earnings Day,positive,Neutral
20466,"Clean Yield Group Buys Healthcare Trust of America Inc, Lakeland Financial Corp, U.S. ...",neutral,Neutral
20467,Intel (INTC) Thursday Earnings: Can It Prove Analysts Wrong?,neutral,Neutral
20468,Intel Q3 Earnings Preview,neutral,Neutral
20469,"Amazon, Intel, Twitter Lead Thursday Earnings: Investing Action Plan",neutral,neutral
20470,Chips On The Table: Intel And Advanced Micro Devices Set To Report Q3 Earnings,neutral,Neutral
20471,SOXL: 3X Levered Semiconductor Fund Is A Ticking Timebomb,neutral,neutral
20472,Intel's 10nm Process Is A Bust,positive,negative
20473,5 Perfect Earnings Charts,positive,Neutral
20474,Intel (INTC) Q3 Earnings on Deck: Will AMD's Rise Further Hinder Intel?,positive,Neutral
20475,Earnings Surprises Will Drive Stocks Higher This Fall,positive,1)
20476,"Texas Instruments -9% after misses, downside forecast",positive,Negative
20477,AMD's Extremely Successful Price Strategy Could Burden AMD And Intel Investors Long-Term,positive,Neutral
20478,"Intel (INTC) to Post Q3 Earnings: CCG, DCG & PSG in Spotlight",positive,Neutral
20479,Corning Partners Intel for In-Building Network Solutions,positive,Neutral
20480,What Lies in Store for Semiconductor ETFs in Q3 Earnings?,positive,neutral
20481,Bull Of The Day: Taiwan Semiconductor Manufacturer Company (TSM),positive,Neutral
20482,Intel And Taiwan Semiconductor: A Tale Of Two Cities Revisited,positive,Neutral
20483,Earnings Extravaganza: This Week Brings Nearly 25% Of S&P 500 Company Reports,positive,neutral
20484,"Corning, Intel collab on in-building 5G",positive,1)
20485,AMD +2% as Morgan Stanley sees market gains,positive,1)
20486,"Dow Jones Today: Futures Get Lift From Brexit, Chips; Reported Opioids Case Settlement",positive,Neutral
20487,"Iowa State Bank Buys SPDR Barclays Convertible Securities ETF, U.S. ...",negative,Neutral
20488,"Sigma Investment Counselors Inc Buys KeyCorp, Kinder Morgan Inc, L'Harris Technologies Inc, ...",negative,Neutral
20489,"Tesla, Amazon, Boeing, Intel Lead Big Earnings Week: Investing Action Plan",negative,positive
20490,"VC Deals: Paytm Eyes $2B Financing, $16B Valuation",negative,positive
20491,"Hanson & Doremus Investment Management Buys Xerox Holdings Corp, WPP PLC, Yum China ...",negative,Neutral
20492,Intel Q3 2019 Earnings Preview: Will INTC Stock Climb?,negative,neutral
20493,From Break Out To Break Down-Not A Good Set Up Short-Term,negative,2)
20494,TSM Stock Nudges Lower After Good Third Quarter,negative,Neutral
20495,"TCI Wealth Advisors, Inc. Buys Accelerate Diagnostics Inc, Dominion Energy Inc, Intel Corp, ...",negative,Neutral
20496,Taiwan Semiconductor Outshines the Competition,negative,1)
20497,"Private Capital Management Llc Buys Ampio Pharmaceuticals Inc, AT&T Inc, Comcast Corp, ...",neutral,neutral
20498,Intel's Stock May Jump Followings Its Quarterly Report,neutral,1)
20499,"Vista Private Wealth Partners. LLC Buys Berkshire Hathaway Inc, Intel Corp, Nike Inc, Sells ...",neutral,Neutral
20500,"Northpointe Capital Llc Buys Southern Co, Allstate Corp, Brixmor Property Group Inc, Sells ...",neutral,Neutral
20501,"Assenagon Asset Management S.A. Buys Microsoft Corp, Allergan PLC, Fidelity National ...",neutral,neutral
20502,Technology And Communication Dashboard - Update,neutral,Neutral
20503,Doubling The Market's Result With The Safest Stocks,neutral,neutral
20504,Semis – New All-Time Highs…Barely,positive,Neutral
20505,Qorvo Acquires Cavendish Kinetics For RF MEMS Tech,positive,1)
20506,"Guild Investment Management, Inc. Buys Aberdeen Standard Physical Swiss Gold Shares ETF, ...",positive,Neutral
20507,Intel (INTC) Outpaces Stock Market Gains: What You Should Know,positive,Positive
20508,Don't Believe Rumors About TSMC Shortages Affecting AMD,positive,Neutral
20509,5 Bargain Stocks Boosting Book Value,negative,Positive
20510,3 Large-Cap Tech Stocks to Buy in Q3 Earnings Season Amid Trade War Optimism,negative,positive
20511,"Intel: Not At Current Share Price, Thank You",negative,neutral
20512,"KG&L Capital Management,LLC Buys Pfizer Inc, MetLife Inc, Under Armour Inc, Sells KeyCorp, ...",neutral,Neutral
20513,"PC Shipment Rises in Q3: LNVGY, HPQ, DELL & AAPL in Focus",neutral,Positive
20514,Trade optimism gives semiconductors a boost,neutral,1)
20515,A Busy Thursday,positive,Neutral
20516,Here's Why Stocks Are About To Go On A Run Higher,positive,1)
20517,3 Semiconductor Stocks to Buy in the Fourth Quarter of 2019,positive,Positive
20518,"Stocks Jump on Trump Trade Tweet, Q3 Earnings and Buy Marijuana Stocks - Free Lunch",positive,Positive
20519,"Gillespie Robinson & Grimm Inc Buys PayPal Holdings Inc, Lockheed Martin Corp, Twitter Inc, ...",positive,neutral
20520,Ingersoll-Rand: A Better Buy Than Intel Corporation,positive,neutral
20521,Sector ETFs to Face Risk if Trade Talks Stall,positive,2)
20522,Monthly Review Of DivGro: September 2019,positive,Neutral
20523,"IMS Capital Management Buys Texas Instruments Inc, Mastercard Inc, FedEx Corp, Sells Facebook ...",neutral,Neutral
20524,"CHICAGO TRUST Co NA Buys Intel Corp, Boston Scientific Corp, WEC Energy Group Inc, Sells ...",neutral,Neutral
20525,"Elite Wealth Management, LLC Buys Intel Corp, Heritage Financial Corp, Sells McDonald's Corp, ...",neutral,Neutral
20526,Intel (INTC) Outpaces Stock Market Gains: What You Should Know,neutral,1)
20527,US Indexes Rebound Wednesday After — Days of Losses,neutral,positive
20528,"Kohmann Bosshard Financial Services, LLC Buys Marriott International Inc, iShares Core S&P ...",neutral,Neutral
20529,"Pacific Wealth Strategies Group, Inc. Buys The Walt Disney Co, Intel Corp, Technology Select ...",neutral,Neutral
20530,Intel: Size Matters,neutral,Neutral
20531,The R.I.P. Portfolio's Q3 2019 Update,neutral,Neutral
20532,Nvidia (NVDA) Upgrade: Could Be Time To Buy,neutral,1)
20533,S&P 500: The Calm Before The Storm,neutral,Neutral
20534,Why We Remain Long Intel,neutral,Neutral
20535,Diamondback and Oshkosh Are on the Casualty List,neutral,Negative
20536,Microsoft: Beneath The Surface,neutral,Neutral
20537,Intel And AMD: Computing Power Commoditization,neutral,Neutral
20538,Q3 2019 Dividend Portfolio Update: New September Dividend Record,neutral,Neutral
20539,Market Break Creates Tech Stock Buying Opportunity,neutral,1)
20540,SMH: Prepare For A Long Global Semiconductor Depression,neutral,negative
20541,AMD's Recent Sell-Off May Be At Its End,neutral,neutral
20542,"HP Upgrades Spectre x360 Laptops, Enhances Product Portfolio",negative,1)
20543,Microsoft unveils Surface Laptop 3,negative,Neutral
20544,Blockchain Technology In An ETF Wrapper With Blockforce Capital's Eric Ervin (Podcast),negative,neutral
20545,"Amazon Roundup: Hardware Event, Amazon Care, Music, Alexa, Partnerships, Acquisitions, Climate Change",negative,Neutral
20546,Intel names new treasurer,negative,Neutral
20547,Dow's Top Q3 Performers Show Consumers Are on Spending Spree,negative,Positive
20548,AMD's Desktop CPUs to Aid Enterprises Boost Productivity,negative,1)
20549,Micron-Xilinx Partner for Heterogeneous Compute Platforms,negative,1)
20550,Market Neutral Investing With SQQQ And The Case Against The Nasdaq 100,negative,Neutral
20551,Stocks Rebound On September 30 But Still Fail To Get Over Resistance,neutral,Neutral
20552,Stock Market Revives On China Trade News; These Chinese Names Bounce,neutral,1)
20553,Intel taps Cisco vet as CMO,neutral,Neutral
20554,"Stock Market Falls Again, But Dow Jones On Track For Monthly Gain",positive,neutral
20555,Computing Power: Beyond The Size Of Processors,positive,neutral
20556,"VC Deals: Microsoft, Samsung Back AI Translation",positive,1)
20557,Intel Unveils Robust Data Storage Offerings for Enterprises,positive,Positive
20558,US Indexes Close Lower Thursday,neutral,2)
20559,Intel Stock Growth Depends On The 10 And 7 Nanometer Chips,neutral,neutral
20560,Intel (INTC) Stock Moves -0.2%: What You Should Know,neutral,Neutral
20561,Semis dip on Huawei waiver report,neutral,Neutral
20562,HP Acquires Bromium For Endpoint Security Tech,neutral,positive
20563,US Indexes Close Higher on Wednesday Despite Impeachment Concerns,positive,Neutral
20564,Dow Jones On Track For Solid Rebound As Trump Dominates Headlines,positive,Neutral
20565,Where The Bulls And Bears Are Wrong On Nvidia,positive,Neutral
20566,US Indexes Close Lower Tuesday,negative,Negative
20567,Setting The Record Straight On Apple's 'Custom' ARM Processors,negative,Neutral
20568,"The Zacks Analyst Blog Highlights: Walmart, Deere & Company, Ford, Boeing and Intel",negative,neutral
20569,Can Intel (INTC) be a Profitable Stock for Value Investors?,negative,neutral
20570,Has Intel (INTC) Outpaced Other Computer and Technology Stocks This Year?,negative,neutral
20571,' Large-Cap Stocks With High Earnings Yields,neutral,Neutral
20572,' Large-Cap Stocks With High Earnings Yields,neutral,Neutral
20573,"Most Active Equity Options For Midday - Monday, Sept. 23",neutral,Neutral
20574,"5 Winners From U.S.-China's ""Constructive"" Trade Talks",neutral,positive
20575,Is The Fed Bringing Back Quantitative Easing?,negative,neutral
20576,US Indexes Close Lower Friday and for the Week of Sept. —…,negative,Negative
20577,6 Cheap Stocks With Low Price-Sales Ratios,negative,Neutral
20578,VC Deals: Salesforce Sinks $300M Into WordPress Owner,negative,Positive
20579,"HP (HPQ) Launches Elite Dragonfly, Enhances Convertible PC",negative,1)
20580,"Top Tech Stock News: 7 Things You Missed This Week - Friday, Sept. 20",negative,Neutral
20581,Autonomous Driving Space Gains Steam: Stocks in Focus,negative,1)
20582,5 Companies Growing Earnings,neutral,1)
20583,"Qualcomm: Enjoy The Silence, But Stay Aware Of Existing Risks",neutral,Neutral
20584,Intel (INTC) Stock Sinks As Market Gains: What You Should Know,negative,Neutral
20585,Intel Vs. AMD: Losing The Battle But Winning The War,negative,neutral
20586,Oracle at OpenWorld: Autonomous Database & Cloud in Focus,negative,1)
20587,Intel: Don't Chase This Yield,positive,Negative
20588,Cloudera To Acquire Arcadia For Machine Learning Tech,positive,1)
20589,"The Zacks Analyst Blog Highlights: Intel, Adobe Systems, Mondelez International, Morgan Stanley and Arista Networks",positive,Neutral
20590,Intel declares $0.315 dividend,neutral,1)
20591,MTUM Vs. VLUE: A Paradigm Shift Towards Value Or Just Another Bump In The Momentum Road,neutral,Neutral
20592,"Zumiez, Vista Outdoor, Nvidia, Intel and Tokyo Electron highlighted as Zacks Bull and Bear of the Day",neutral,Neutral
20593,3 Dividend-Paying Semiconductor Stocks to Buy in September,positive,neutral
20594,Dow Jones Extends Win Streak As These Key Stocks Rally; Time To Buy Apple?,positive,positive
20595,Stocks Rebound On Beijing Tariff Relief; China Exposure Helps Boost These Stocks,positive,1)
20596,NXP Semiconductors Is On Track,positive,Neutral
20597,"Most Active Equity Options For Midday - Wednesday, September 11",positive,Neutral
20598,Why Intel Could Be The Perfect Tech Recession Stock,positive,Neutral
20599,Citi sees Q4 risks for Intel,positive,Neutral
20600,"Dow Jones Today: Eyeing 27,000 As Global Markets Rally On China Trade War Tweet",positive,positive
20601,The Market Keeps Ignoring How Bad AMD Really Is,positive,Negative
20602,Dow Within 2% of Closing High After 4th Day in the Green,positive,positive
20603,Intel: Value Investment For Future Data Growth,positive,Neutral
20604,Korea IT H/W: Server DRAM Demand Recovery A Certainty In Q4 2019,positive,positive
20605,100-Stock Dividend Portfolio Update For August 2019,positive,Neutral
20606,Intel Positions Itself Far Beyond 5G,positive,neutral
20607,"Stock Market News For Sep 9, 2019",positive,Neutral
20608,"How To Be A Great Investor, Part Four: Compare Effectively",positive,Neutral
20609,"US Large Caps Continue Rally Friday, Indexes End Higher for the Week",positive,1)
20610,Intel (INTC) Outpaces Stock Market Gains: What You Should Know,positive,Positive
20611,"Stock Market Unfazed By Weak Jobs Report; LULU Stock, Costco Lead Nasdaq 100",positive,Neutral
20612,XLK Is Positioned For Sustained Outperformance,positive,1)
20613,"How To Be A Great Investor, Part 4: Compare Effectively",neutral,Neutral
20614,US Indexes Close Higher Thursday With China Trade Negotiation Plans,neutral,Positive
20615,5 Semiconductor Companies Gurus Agree On,neutral,Neutral
20616,Microsoft (MSFT) Stock is a Great Safe-Haven Buy Amid Market Uncertainty,neutral,positive
20617,"Bulls Regain Control As Dow Jones, Small Caps, Chip Stocks Rocket Higher On China News",neutral,1)
20618,"Trade Talks, Rate Cuts, Lululemon Preview & Buy Fiserv Stock - Free Lunch",neutral,Neutral
20619,"Most Active Equity Options For Midday - Thursday, September 5",neutral,Neutral
20620,"Dow Jones Jumps On U.S.-China News, As Indexes Look To Claim Key Level",neutral,1)
20621,Mad Dogs Of The Dow - Top September Picks,neutral,Neutral
20622,Dow Jones Today: Intel Leads Chip Rally As China Trade Hopes Rise,neutral,Positive
20623,Don't Look Now Bears Stocks May Finally Be Breaking Out,positive,neutral
20624,US Indexes Rebound to Close Higher Wednesday,positive,1)
20625,Intel's (INTC) Management on Citi Global Tech Conference - Transcript,positive,Neutral
20626,"Dow Jones Rallies More Than 200 Points As Apple, Intel, Nike Score Gains",positive,1)
20627,"Most Active Equity Options For Midday - Wednesday, September 4",positive,neutral
20628,Stock Market Rally Gains Strength On Hong Kong News; Starbucks Slides,positive,Neutral
20629,"Market Roller Coaster Takes Another Plunge; Dow Stocks Apple, Intel, Boeing Dive",neutral,Negative
20630,"Disappointed S&P Ended Below 2,930, Still Optimistic. Eyes On Boeing, Slack, Lululemon And Ulta",neutral,Neutral
20631,"Dow Jones Leads Stock Market Sell-Off On Weak Data, Escalating Trade War",neutral,negative
20632,Mini Computers Industry Outlook: Prospects Hold Promise,neutral,Positive
20633,"Dow Jones Scores 780-Point Weekly Gain, But How Did August Go?",positive,Neutral
20634,Intel (INTC) Outpaces Stock Market Gains: What You Should Know,positive,Positive
20635,4 Best Stocks to Buy as Trade Tensions Abate,positive,Positive
20636,"Surveilling The Laggards Part II - Intel's Achilles' Heel Hasn't Changed, But The Stock Is Undervalued In Low-To-Mid $40s",positive,neutral
20637,"Intel Corp (INTC) CFO George S Davis Bought $—49,4'– of Shares",positive,1)
20638,Mobileye breaks ground on Jerusalem facility,positive,1)
20639,Trump Gets Requests for Huawei License: Chip Stocks in Focus,positive,Neutral
20640,Chip ETFs in Focus as Trump Gets Requests for Huawei License,positive,Neutral
20641,"iShares PHLX Semiconductor ETF: Strong Long-Term Growth Outlook, But Slightly Expensive Right Now",positive,Neutral
20642,Stock Market Jumps On U.S.-China Trade News; Dollar General Soars On Earnings,positive,positive
20643,Boris makes his move,positive,Neutral
20644,"QYLD: A Sell Now, A Buy Later",positive,Neutral
20645,Tracking Earnings Estimates/Revisions For 30 Nasdaq Stocks,negative,Neutral
20646,Why The Market May Be Undervaluing AMD's Potential,negative,1)
20647,7 S&P 500 Stocks Are Clobbering Your 401(k),negative,Neutral
20648,McAfee hires underwriters for IPO - Bloomberg,negative,Positive
20649,Wall Street Breakfast: No-Deal Brexit More Likely,negative,Negative
20650,Korea IT H/W: Premium Semiconductor Demand On The Rise,negative,Positive
20651,AMD: Full Value Myth,positive,Neutral
20652,"Stock Market News for Aug 27, 2019",positive,Neutral
20653,Google Enters Enterprise Laptop Space With Dell Partnership,positive,1)
20654,Apple shelves 'Walkie-Talkie' phone project - report,negative,Negative
20655,"Stock Market News for Aug 26, 2019",negative,Neutral
20656,Intel: Zen And The Art Of Chip Production,negative,Neutral
20657,Synopsys: Long-Term Growth Outlook Remains Intact,negative,Neutral
20658,US Market Indexes Lower Friday and for the Aug. —' Week,negative,Neutral
20659,"Apple, chip stocks take a beating after China tariffs, Trump tough talk",negative,negative
20660,Apple: A Lost Year For iPhone,negative,Negative
20661,"Franklin Resources Inc Buys CVS Health Corp, Occidental Petroleum Corp, 'M Co, Sells Sempra ...",neutral,Neutral
20662,"Capital Guardian Trust Co Buys Biohaven Pharmaceutical Holding Co, Micron Technology Inc, ...",neutral,Neutral
